Index,X1_t,X2_t,x1_bin,x2_bin
327351,0.8283487067309675,0.3931214648995612,15,14
369463,0.9599669798110828,0.5598463362213875,29,24
8455,1.0165915335321718,0.6509254480805047,37,30
345733,0.9247602819282258,0.5073927244612347,27,22
233259,0.9587575649588722,0.5742878610195226,36,31
94127,0.9281998918998084,0.523602816411461,20,14
64983,1.0377299170612453,0.6826468171254825,47,41
326395,0.7927744971187539,0.3466859592728184,14,13
20597,0.9739669132111093,0.5448497084772628,30,19
98371,0.9891334645163169,0.5907599711787607,48,38
79948,0.9661017798547523,0.5588776688661425,40,32
74409,1.0513998533057671,0.7047780175035402,48,42
384766,0.9581156392450321,0.5657020605396201,28,23
292471,0.9839011346052806,0.5720730567331573,38,29
289198,0.881394322677722,0.44626276045169677,20,16
95796,0.8510856624302178,0.3876604981306031,16,11
378496,0.9358255602607553,0.5435571340423778,30,26
470834,1.0636236340125984,0.767316684364327,49,48
403428,0.9709532445491984,0.5676814099018693,33,28
17627,1.0085076186367465,0.6198810038531148,35,24
713,1.0144785992112932,0.6219031829736132,39,29
94335,0.8794144296837181,0.46787325113795397,11,8
228139,0.9985674687612696,0.6259135309999495,41,35
264210,0.9629758392546088,0.5650895875557386,41,34
72851,0.9669407052716276,0.5828344052454659,44,38
439966,0.9877500634441387,0.6475744457452455,45,43
25347,1.0408387627876123,0.6781332925658954,42,33
54684,0.8748453308351003,0.40408279997654106,22,13
55089,0.9518349811825664,0.5232914401968487,26,17
298846,0.8701596471259436,0.418427267294747,17,13
688,1.0129576662538122,0.6097442093132034,39,29
328894,0.8943023831362444,0.477665794606732,21,18
460351,0.9759543468561142,0.6128891729708723,40,37
12420,0.9700617187188972,0.5568525224968679,39,32
104373,0.9086690510035011,0.452629323776443,23,16
37751,0.9951513209860374,0.593572546438786,32,22
379661,0.914343086419023,0.5136305342067853,28,25
31155,1.0388040621060588,0.6800526685092401,41,33
5547,0.9046098264836667,0.47644104436533363,34,26
19432,0.9671380224173698,0.5414040726677536,34,24
96856,0.8939152661283458,0.4592200157016102,21,15
399986,0.9853379785277603,0.6334001088875523,40,37
289777,0.8717026133176073,0.40747248856699825,19,13
7741,0.8242917868115532,0.3734712291150881,6,6
56134,0.8703338102778002,0.3882217477504772,22,13
6427,0.9526984871400253,0.5242248560371856,34,27
82394,1.0127229849196515,0.6597831727506499,37,32
100170,1.0370476366856056,0.6841193004091906,49,44
261179,1.0098715170467953,0.654831257205716,38,34
74185,1.0275502727360601,0.6638289423271071,46,40
104131,0.861264525796751,0.4196185962650196,12,9
414780,1.002035350205997,0.6480841114965485,48,43
281971,0.8134592393864069,0.3578370326148502,11,9
134753,0.9217186902243855,0.4896625136630491,24,18
340706,0.8672080502186965,0.44797295578088336,10,9
400201,1.0163585820289096,0.6942890426767726,47,46
260580,1.01561533337735,0.6482337260634279,36,31
60795,1.014288649728704,0.6094349252001704,43,34
105427,0.938754466583714,0.5019626630376148,30,21
12902,0.9542919603327034,0.5508425208203418,38,32
96271,0.848000007797318,0.38070556075657475,20,14
1786,1.0747941577759268,0.770619681729726,47,44
429023,0.7782652363833724,0.3187276193417792,3,4
404339,1.0273161233548098,0.6987194575927862,43,41
128906,0.9332949889285854,0.4885440416222288,29,21
459363,0.9782593003864138,0.5723580229839893,31,22
17498,0.981335153865605,0.5610195556872549,34,24
350651,0.9553599147281624,0.5519704126468918,33,29
448974,1.0140616510334821,0.6686743559392629,36,32
254659,1.0135851472110573,0.6612249493792944,43,38
102831,1.0000374257915743,0.5878901109204798,43,34
290406,0.8901848773778267,0.47137133753555527,15,11
280477,0.9375991145766565,0.5375457349375037,24,20
240918,1.0756314023492883,0.7929396969784229,47,44
200763,0.8830329334204388,0.4428146922991886,19,15
