Index,X1_t,X2_t,x1_bin,x2_bin
327351,0.8282772270061876,0.38969841842260666,15,14
369463,0.9792599349587845,0.5822917175090538,29,24
8455,1.0301250939366442,0.6861459265288288,37,30
345733,0.9300498042658263,0.5090134403750405,27,22
233259,0.9411729996090044,0.544811440743987,36,31
94127,0.972959563800984,0.6069860372360925,20,14
64983,1.017208733980925,0.647856042516225,47,41
326395,0.77436203555144,0.32267423018333224,14,13
20597,0.9988308507095183,0.5954659792137229,30,19
98371,0.9309488748843445,0.5170583063692785,48,38
79948,0.9342322806019765,0.515488434365884,40,32
74409,1.0353566288039548,0.6747077166248214,48,42
384766,0.9781389187617788,0.5967899633101654,28,23
292471,0.9736700890158743,0.5594798237212839,38,29
289198,0.8952319835391058,0.4572036912536248,20,16
95796,0.8651950405756412,0.404811095416747,16,11
378496,0.9336057208809314,0.5372766397061062,30,26
470834,1.04788867930296,0.7258814973789831,49,48
403428,0.9761166255800797,0.565512330204897,33,28
17627,1.0310376465301532,0.6800855915578977,35,24
713,1.0205882687261987,0.6438061967616789,39,29
94335,0.9367446475116903,0.5609834639073994,11,8
228139,0.9805917379590441,0.599009776863164,41,35
264210,0.9198043908585758,0.5046606482895566,41,34
72851,0.9118331531281525,0.5055742502716248,44,38
439966,0.9434147820152328,0.5747428403869863,45,43
25347,1.0489269731713944,0.7015833179652393,42,33
54684,0.8722387207653384,0.410367954268811,22,13
55089,0.9808734624934148,0.5824550482414871,26,17
298846,0.8922449359532791,0.43870831842826763,17,13
688,1.0182063795710534,0.6219261426803901,39,29
328894,0.911137228715031,0.49872192586668485,21,18
460351,0.950454618889664,0.5651992215749815,40,37
12420,0.9461899272764633,0.5127035493871666,39,32
104373,0.9260395949028555,0.47246416974653394,23,16
37751,1.020575737167483,0.6540771024730767,32,22
379661,0.906642862169917,0.5007436084137218,28,25
31155,1.0482256476093776,0.7107496320518989,41,33
5547,0.8621480461570312,0.42312094543781015,34,26
19432,0.9650958995507504,0.5531231693173775,34,24
96856,0.9115993526758197,0.4877537709472938,21,15
399986,0.9657705307590544,0.5969143702082929,40,37
289777,0.882638568355778,0.4235719390005591,19,13
7741,0.8702517102924883,0.42369850030538536,6,6
56134,0.8661544427901342,0.3861557094886269,22,13
6427,0.9410605198184656,0.4998486839268124,34,27
82394,1.0261562766063275,0.6845751234446917,37,32
100170,1.00673907913983,0.6226500559747673,49,44
261179,1.0142586642655522,0.6571737862099984,38,34
74185,1.0063833692647015,0.6265316995115544,46,40
104131,0.9016138731056282,0.4724251167169651,12,9
414780,0.951643337401356,0.5692449904637168,48,43
281971,0.8257067488583192,0.37450515606548157,11,9
134753,0.9392877576320882,0.5148877033265222,24,18
340706,0.9191040092147433,0.5192309362001166,10,9
400201,0.978565304001361,0.6208127591389576,47,46
260580,1.033766219039012,0.6726165468135807,36,31
60795,0.9988588139315059,0.5798630544512398,43,34
105427,0.9384746184692696,0.51234468261572,30,21
12902,0.9206947175369615,0.5041953583216057,38,32
96271,0.8351540923775052,0.3708650473030999,20,14
1786,1.0766539428791764,0.7662753179541493,47,44
429023,0.8104796314778828,0.3474430130204051,3,4
404339,1.0172374788910652,0.6762559461623356,43,41
128906,0.9357966677619729,0.49209712882678147,29,21
459363,0.9990094527005027,0.6198742012608814,31,22
17498,0.9874425948319073,0.5849225558495565,34,24
350651,0.95225841863008,0.5315789628080467,33,29
448974,1.0332880569680662,0.697825532295641,36,32
254659,0.9977878199479205,0.6343510686683211,43,38
102831,0.975955374303089,0.5485123030263886,43,34
290406,0.9337605398915867,0.5397271138228388,15,11
280477,0.9642392371101882,0.5817666645928257,24,20
240918,1.077625487180121,0.8019107353628209,47,44
200763,0.9014753850425112,0.46585846601076,19,15
400583,0.9456273276468259,0.5920082912534315,48,47
91431,0.9316690235587737,0.5220694175497298,14,11
255864,0.9660486207662422,0.5913928767155847,42,38
72962,0.9305522466617143,0.5310641077657781,43,36
98191,1.0018809067145757,0.6112946704131024,46,36
438658,0.9287260097569342,0.5357667168113478,45,41
41194,1.000726574465877,0.6086936694469179,36,27
127442,0.9497876809988677,0.5203007301684103,24,17
439435,0.9843244341055486,0.610806841154718,45,42
105771,0.9081830580194458,0.4586514514489829,27,19
271810,0.8748294632020124,0.44929123652015424,27,22
213112,0.9815734038178752,0.574590296300718,23,17
301801,0.8288122880682212,0.3686822939277825,16,12
60297,1.0323790319103514,0.6669974351270915,40,31
12215,1.0128925471135095,0.6474088685056252,38,31
247768,0.9794777990950301,0.5832115699228733,30,24
293907,0.958264317652882,0.5927023878426786,16,12
459422,0.9094475517232664,0.46896915819043383,41,31
63999,0.9648256892956093,0.5644016493680828,46,39
118771,0.9505147684208701,0.5147449230224471,28,21
403320,0.8442578998303549,0.4690163054673576,33,30
433588,1.065532662560539,0.7673064166139691,44,41
441353,1.0818588025364804,0.8171389070397608,48,46
253628,0.9383323858956251,0.5361606498041038,43,38
11056,1.032240681296933,0.687557625725759,37,29
351867,0.8355869389135644,0.41805820193755666,32,28
132660,0.8450641467037086,0.3970627229608181,18,13
92922,0.8480844924617876,0.42427380302433754,1,3
329446,0.8849438615596066,0.4677530072790388,23,20
379713,0.8321377572069717,0.4053162664275607,28,25
274477,1.0084045644853377,0.6097687333853384,41,32
343780,0.9658392790782035,0.5521651911954728,29,24
283719,0.9567133370073051,0.5413284135385801,23,17
425577,0.9762057281429121,0.6103646197983865,49,45
231593,0.9210428506264186,0.5072581200179439,31,27
460570,1.03477757300516,0.6945687144897047,40,36
289072,1.0450217937479276,0.6896337095251176,44,39
285500,0.8533989221318741,0.4106592122971395,14,11
439916,1.0588126422110822,0.7616636481482308,45,43
129855,0.8804061255505002,0.4340241232117846,27,20
342685,0.8338521328241564,0.3975474194340301,26,21
16161,0.8886600358179204,0.43720556298102253,32,21
270952,0.9714502441229791,0.5570505767353829,22,17
34736,0.9763256398165339,0.5620061038640916,33,23
343941,0.9040606523713257,0.4903396229822795,22,18
182,0.9435393662319682,0.5453253313091897,30,28
260899,0.9291183641826589,0.5218388643895246,40,35
104017,0.9708312607288205,0.5792574740405396,21,15
460163,1.0543169756135917,0.7434246104256146,49,48
103672,0.9248146715222594,0.4973478476760096,17,12
102689,0.8938920837292028,0.44370360257267577,35,24
430709,0.9532001828718029,0.5426963041297748,29,24
98802,0.9674049014787812,0.5540351682909014,48,38
123727,0.9766740180726823,0.6000289900630539,25,18
185697,0.8873230507400858,0.4214236983310125,17,11
403033,0.9642200663241134,0.5723744924047192,38,34
413935,1.0229868278668004,0.6607547687022217,48,47
399408,0.9537632101340929,0.5411808837820098,31,26
262944,0.9756924535794577,0.5690191898288717,41,35
324663,0.9022533706043581,0.4749689295014041,18,16
98205,0.9952501431437774,0.5935821956250577,46,36
219658,0.7985135115939239,0.34173468834968324,13,11
58611,0.8666959696115142,0.4063796748059497,30,20
265605,0.9461083725398185,0.5330912176530631,22,17
131129,0.8757292520728066,0.4123628041827169,19,13
55091,0.9920089156404357,0.6204943238777816,26,17
285433,0.8350585948483096,0.3849032120377306,14,10
327323,0.9296022235937524,0.5429824106081105,15,14
262408,0.9906409366611165,0.6286883928275177,41,37
34154,0.951242800060164,0.5051173339538161,34,23
288814,1.0637227835602658,0.7641170757167843,45,41
113831,0.8715577120590361,0.4058058889458799,23,16
34428,1.004293675282732,0.5935760077410352,38,28
48920,1.0046713527727265,0.6295750981333491,28,20
460784,1.0464719567224297,0.7324988626825855,43,40
459682,1.0111169050932833,0.6065621905852072,43,35
220480,0.8680466706065328,0.41985010934818323,13,11
402834,1.0221305418720517,0.6825607245090979,37,34
292790,1.0075412886633246,0.585015839023383,38,29
144098,0.9155274302314478,0.484707642176405,32,24
83972,0.983025591459378,0.5765485671023856,33,24
38691,0.9334418926362642,0.4780720324537391,37,27
342297,0.911030678947331,0.46782146755872756,21,17
459738,0.9695679780056746,0.56341500694878,46,38
63443,1.0679782750218836,0.7494265343868237,47,41
226167,0.9783124200768265,0.5931573093602609,41,35
283180,0.8562166585381976,0.4246992033193252,4,4
46147,0.9979878960370365,0.5622055244547797,32,23
237379,1.038825730379367,0.7098653979244609,47,43
187171,0.9452065862403296,0.54499852079715,19,15
136473,1.0061434422531697,0.6589543414272079,28,22
62129,1.0551413047457427,0.7135915961590952,49,44
10675,0.9661416891944659,0.5474196497666266,36,29
384381,1.0058384098273416,0.6613007852170565,28,24
107688,0.9584824622499073,0.5739412093213865,34,29
98051,0.9806277985060025,0.5747699133247319,42,32
55081,0.8575655018488728,0.39721767277419917,25,16
249677,0.9561902118181398,0.5580571471180988,37,32
136356,0.8477423735044256,0.40031314110494076,26,20
233346,1.0399429622294858,0.717293961926496,37,33
219113,0.8470898442452051,0.41636298110522496,12,11
460771,0.9375098570988912,0.5620503670514756,43,40
303394,0.9412522682782247,0.5694056519844779,16,12
94927,0.7710669772323242,0.2958294490360863,7,6
98013,0.9237658121788371,0.4978729539733225,39,30
82256,0.9913924649130827,0.5802080557057484,37,28
46583,0.9649186187220835,0.5262492311774472,34,25
38380,0.9517605349498868,0.5264130576609396,37,28
274470,0.9223611859060153,0.5211630791392698,40,31
359117,0.89413202211532,0.44664120000249496,32,27
285857,0.8666742844515065,0.4165544709845394,15,12
203286,0.9408705700835516,0.5408588153785249,19,15
95269,0.8978721724967982,0.5098868817551944,6,5
350600,0.854586887847381,0.43648722489687547,33,29
192829,0.9676933374775931,0.5829850042753661,19,14
95483,0.8901682274676856,0.4621268701032906,6,5
171594,1.0125767984386356,0.6600055678668534,32,26
407900,1.002467954630497,0.6296202911930578,48,46
40149,0.968752988326669,0.5459830130639831,36,27
460732,0.9604032100602776,0.5855251488274225,42,39
378920,0.9222914624749221,0.49108276191366734,30,26
178,0.9534978930813227,0.5630390575828836,30,28
186312,0.9070089757541857,0.4925542419641504,18,12
109203,0.9324289802737344,0.5681277606728297,9,8
131608,0.8175765436147695,0.3500278947556113,14,10
111741,1.0417177403374438,0.6677828339730545,39,29
219207,0.812093589094482,0.39037908290028334,13,12
219082,0.8271450767182487,0.3763890196880608,12,11
292823,1.0033404354646414,0.5907767652980618,38,29
421511,0.9660430081319994,0.6064150367430217,46,43
230928,0.9845000251713053,0.6054551118776912,39,34
17792,0.9031938692400009,0.47754734253481984,33,22
115831,0.9417056142741167,0.5108363782620523,31,20
63864,1.0630924132994959,0.7234088387190554,46,39
60676,1.0338378280790574,0.6532472678491374,39,29
97983,0.9426186453944954,0.493180494339892,37,28
13869,1.0140955136339773,0.6256381324779263,44,39
220782,0.9498564111347345,0.5907495280437564,13,12
432446,0.9123661814421733,0.5191236785882273,44,40
424146,1.0106318358624122,0.6347093064862808,49,45
289585,0.8376427053463502,0.3676019487895109,14,8
85228,0.9583728766607407,0.530459248799029,33,25
403339,0.8851664498899243,0.4657489472488214,33,30
83180,1.0181935023193907,0.6185958338166537,32,23
263350,0.9744457295294359,0.5530201348672505,33,26
220,0.9519392152107595,0.5530449083342677,30,28
227990,0.9373152388654347,0.5105499333442659,41,35
94496,0.8088015179385744,0.35947088359650203,11,8
99942,0.9925005517767521,0.6090364309886174,49,43
282735,0.9273161054235108,0.5363611470340369,8,7
342695,0.9466503070106294,0.5454264289432015,26,21
325445,0.896770490716053,0.46186593449854474,14,12
218977,0.8886683709273548,0.43889955157203786,12,10
87158,0.9145896941717505,0.508638112480996,39,33
293650,1.0626692583783413,0.7566600359779603,43,37
94995,0.8471289026468147,0.4076682229451467,6,6
47373,0.8892026554072254,0.4367441151319011,33,25
91200,0.8692649409256714,0.4287154056850686,10,7
493276,0.9371389518845065,0.5841703561520868,49,47
257082,0.9703562209201507,0.568311116577383,40,36
256491,1.0507070950820911,0.7297064716349817,43,38
22786,1.000983680647578,0.5891983893254118,40,31
700,1.013991328830849,0.6207414634679959,39,29
123306,0.9229305501728797,0.46589037202331085,26,19
30947,1.0295547432553467,0.6536901481224784,41,33
44791,0.9701062468929043,0.566962426153528,29,19
116060,0.9239093534670453,0.47050553682676366,30,19
267388,1.0518499419761453,0.7306848571183908,40,35
401216,0.9737611200382751,0.6153686943728216,48,47
425311,1.0760424796328714,0.7784655577208635,49,45
13791,1.0600762880612389,0.7507628326571028,44,38
266927,1.0126951862551223,0.6672307999620275,37,31
274994,0.8523254669088813,0.4053395038447971,22,18
429035,0.8811255026373392,0.45223614556004665,0,3
30789,1.0303738824492643,0.6510454520433071,42,33
92906,0.7894070452978206,0.3465470036784171,1,3
132258,0.8766367334729086,0.4287214850678719,13,9
74978,0.9541317007120634,0.5521053108532106,45,38
282770,0.8970836349799998,0.45853737442477815,8,7
80877,0.9388640136898366,0.5204241115163475,40,32
421877,0.9776763625392383,0.5933216100828087,46,43
410097,1.050199102312372,0.7255864130207289,48,44
374524,0.9248108286280743,0.4971915136579809,30,25
435007,1.0567060484765682,0.7481975360440061,44,41
222575,0.8354138425748798,0.3898206480486732,25,20
46634,0.9170792439060955,0.4944333183064936,37,28
425826,1.0372186663870329,0.6881726353446016,47,42
400155,0.958699178738851,0.5971586852604533,47,47
459367,0.8876678875937141,0.4389639851118785,30,22
261123,0.9424844335605643,0.5523221894411591,38,34
95447,0.8860253679729897,0.48465841047238345,6,5
98088,0.9934554238122338,0.5748268980385842,45,34
402307,1.0270396782558344,0.6765443615332836,48,46
261154,0.9784684446441964,0.5933091280657445,38,35
260760,1.002187490870353,0.6208600450002273,39,35
24887,0.9258239910131061,0.49988849985152195,42,34
447007,0.9311220281794099,0.5280550835537068,20,16
458797,1.0084891235058735,0.6453726422694104,49,47
52270,0.8859488301317977,0.41125422316321053,24,16
402857,0.9452542579201816,0.5475345374774185,37,34
233295,1.0316258544708619,0.7131739765702131,36,32
248484,0.9971006090775252,0.6459643979099957,26,21
266813,0.9182449076797539,0.5132412030816849,36,30
116062,0.9046283729670135,0.435045916534645,30,19
421578,1.0515233736505052,0.7383768396915288,46,44
285206,0.9133436872409433,0.5172739794570423,13,10
129142,0.9276484660430816,0.5054477751371869,29,20
86144,0.947191864595769,0.5031221029372557,32,23
29694,1.0502755981995686,0.7083351915431857,42,33
347679,0.9562154048631859,0.5509257971349537,27,22
57265,0.9741173876345268,0.5488243376842312,27,18
211864,0.8544798594690095,0.40258038181068284,22,16
274147,1.0158430876216116,0.6456152355751383,35,27
418698,1.0692112092515589,0.7809013802906442,46,44
7042,0.9601662280654331,0.5248029072000102,34,27
78347,0.9310642451881255,0.5134430245728856,42,35
131214,0.9046206755944488,0.48629487838662333,16,11
98030,0.9857552553915062,0.5503224894353949,41,31
249263,0.8797749138260964,0.4363824872440689,20,15
13779,0.9757871047920356,0.5768086065019538,44,39
94779,0.8354925662775372,0.3838584786353818,5,4
6415,0.8743235386442046,0.4374314013871126,34,26
22737,0.959329048999393,0.5509657176641904,40,31
352944,0.9364812087006704,0.5062274927989395,32,28
95257,0.8648692780397929,0.4597959649012103,3,4
150807,0.9363917143612367,0.492959762471996,32,24
248283,0.8737989870696692,0.442604216374074,28,22
266757,0.9647747915908435,0.5660223299766264,34,29
178695,1.0153460478714846,0.6679820428745673,31,23
248875,0.883702072986545,0.43323032461826205,21,16
460327,1.0143888350637327,0.642334869367321,40,37
106182,0.9013222954701601,0.4479284797340518,26,18
177953,0.9292301458257146,0.490966482912419,30,23
22733,0.9564010951123809,0.5409681793957217,39,30
424016,0.9414560412263422,0.5431500435091103,48,44
132292,0.8208259092073056,0.3651287494245139,13,9
96528,0.8616430862755173,0.39613243030669726,22,15
141691,0.8513789814652883,0.3932221825056679,30,23
422690,1.0278710941216094,0.6707515521723866,46,44
404164,1.004891531839693,0.6541799179417045,40,36
132892,0.9787720651678331,0.6125951979308145,21,15
123882,0.9345205284451727,0.5349182818694331,27,20
414512,1.0430460033671212,0.7072478697551612,48,47
6652,0.9623966151387957,0.5594784867409855,34,27
109179,0.8297865907621871,0.36971437499044413,9,7
433406,0.8889627398803932,0.5030503953369811,44,41
290877,0.9753238355327031,0.576717535648986,38,33
75532,1.0038584636450265,0.6351764509227837,46,41
385269,0.9380022100634827,0.5238044338021814,28,24
21109,0.9819944005217875,0.5699323818174225,32,22
92952,0.8508085655797628,0.4388755793941017,0,2
262361,1.0512043321376674,0.7395436312682204,41,37
